"","ID","temperature","pH","elevation","landuse"
"57",57,17.6767676767677,5.98993285547503,767.676767676768,"1"
"58",58,17.6767676767677,6.00248063354206,838.383838383838,"1"
"59",59,17.6767676767677,6.0214875303948,909.090909090909,"1"
"60",60,17.6767676767677,6.06166107103634,969.69696969697,"1"
"61",61,17.0707070707071,5.97196820372179,30.3030303030303,"1"
"62",62,17.0707070707071,5.95122086340583,101.010101010101,"1"
"63",63,17.0707070707071,5.96367424558806,161.616161616162,"1"
"64",64,17.0707070707071,5.98969536213639,232.323232323232,"1"
"65",65,17.0707070707071,5.96452547400311,303.030303030303,"1"
"66",66,17.0707070707071,6.00397665095209,363.636363636364,"1"
"67",67,17.0707070707071,5.9878502877898,434.343434343434,"1"
"68",68,17.0707070707071,5.96651804483075,505.050505050505,"1"
"69",69,17.0707070707071,5.98099362520108,565.656565656566,"1"
"70",70,17.0707070707071,5.99283850482346,636.363636363636,"1"
"71",71,17.0707070707071,6.0148676267937,707.070707070707,"1"
"72",72,17.0707070707071,6.02328031925725,767.676767676768,"1"
"73",73,17.0707070707071,5.99707348579689,838.383838383838,"1"
"74",74,17.0707070707071,6.01114304707113,909.090909090909,"1"
"75",75,17.0707070707071,6.00909871875589,969.69696969697,"1"
"76",76,16.3636363636364,5.96160513415612,30.3030303030303,"1"
"77",77,16.3636363636364,5.94678866998197,101.010101010101,"0"
"78",78,16.3636363636364,5.89464381657955,161.616161616162,"0"
"79",79,16.3636363636364,5.92113036769411,232.323232323232,"0"
"80",80,16.3636363636364,5.92251395475745,303.030303030303,"1"
"81",81,16.3636363636364,5.96943007475462,363.636363636364,"1"
"82",82,16.3636363636364,5.95636938786231,434.343434343434,"1"
"83",83,16.3636363636364,5.94763382157003,505.050505050505,"1"
"84",84,16.3636363636364,5.96894029308905,565.656565656566,"0"
"85",85,16.3636363636364,5.95276792079861,636.363636363636,"0"
"86",86,16.3636363636364,5.9667802040746,707.070707070707,"0"
"87",87,16.3636363636364,6.0114544494576,767.676767676768,"0"
"88",88,16.3636363636364,6.03486138513172,838.383838383838,"0"
"89",89,16.3636363636364,6.05624278218542,909.090909090909,"1"
"90",90,16.3636363636364,6.02490341418176,969.69696969697,"1"
"91",91,15.6565656565657,6.0103724275477,30.3030303030303,"0"
"92",92,15.6565656565657,5.97046292244611,101.010101010101,"0"
"93",93,15.6565656565657,5.86662848741914,161.616161616162,"0"
"94",94,15.6565656565657,5.84779921228113,232.323232323232,"0"
"95",95,15.6565656565657,5.87138153260147,303.030303030303,"1"
"96",96,15.6565656565657,5.94277419213653,363.636363636364,"1"
"97",97,15.6565656565657,6.00736113879492,434.343434343434,"1"
"98",98,15.6565656565657,5.99994109382604,505.050505050505,"0"
"99",99,15.6565656565657,6.02155213076157,565.656565656566,"0"
"100",100,15.6565656565657,6.0016893925707,636.363636363636,"0"
"101",101,15.6565656565657,6.01468752838815,707.070707070707,"0"
"102",102,15.6565656565657,5.99927068343956,767.676767676768,"0"
"103",103,15.6565656565657,5.96127808453671,838.383838383838,"0"
"104",104,15.6565656565657,5.96545662095268,909.090909090909,"1"
"105",105,15.6565656565657,5.96312357618974,969.69696969697,"1"
"106",106,15.050505050505,6.05972507152107,30.3030303030303,"0"
"107",107,15.050505050505,6.02887833408395,101.010101010101,"0"
"108",108,15.050505050505,5.91340568606571,161.616161616162,"0"
"109",109,15.050505050505,5.85208600985262,232.323232323232,"0"
"110",110,15.050505050505,5.8901070132218,303.030303030303,"1"
"111",111,15.050505050505,5.94134629458873,363.636363636364,"1"
"112",112,15.050505050505,5.98773099701269,434.343434343434,"0"
"113",113,15.050505050505,6.00076045649646,505.050505050505,"0"
"114",114,15.050505050505,6.01225044384235,565.656565656566,"0"
"115",115,15.050505050505,5.96731502512922,636.363636363636,"0"
"116",116,15.050505050505,5.9989105892978,707.070707070707,"0"
"117",117,15.050505050505,5.98913464999743,767.676767676768,"0"
"118",118,15.050505050505,6.00857022843723,838.383838383838,"0"
"119",119,15.050505050505,5.9974486176727,909.090909090909,"1"
"120",120,15.050505050505,6.00151175827151,969.69696969697,"1"
"121",121,14.3434343434343,6.05950818354868,30.3030303030303,"0"
"122",122,14.3434343434343,6.0211188090678,101.010101010101,"0"
"123",123,14.3434343434343,5.97293233054599,161.616161616162,"0"
"124",124,14.3434343434343,5.94037538713643,232.323232323232,"0"
"125",125,14.3434343434343,5.9856827249307,303.030303030303,"1"
"126",126,14.3434343434343,5.99596857434971,363.636363636364,"1"
"127",127,14.3434343434343,6.02283403092611,434.343434343434,"0"
"128",128,14.3434343434343,6.07001226805066,505.050505050505,"0"
"129",129,14.3434343434343,6.03292496620029,565.656565656566,"0"
"130",130,14.3434343434343,6.0045854265394,636.363636363636,"0"
"131",131,14.3434343434343,6.03342991299682,707.070707070707,"0"
"132",132,14.3434343434343,6.03330563031804,767.676767676768,"0"
"133",133,14.3434343434343,6.01759489848069,838.383838383838,"0"
"134",134,14.3434343434343,5.93263950275126,909.090909090909,"1"
"135",135,14.3434343434343,5.93212511352012,969.69696969697,"1"
"136",136,13.6363636363636,5.98636052147601,30.3030303030303,"1"
"137",137,13.6363636363636,5.99988790539826,101.010101010101,"1"
"138",138,13.6363636363636,5.96303061811705,161.616161616162,"1"
"139",139,13.6363636363636,5.98732188240522,232.323232323232,"1"
"140",140,13.6363636363636,5.98330999441158,303.030303030303,"1"
"141",141,13.6363636363636,6.00820153479859,363.636363636364,"1"
"142",142,13.6363636363636,5.98847662484751,434.343434343434,"0"
"143",143,13.6363636363636,6.03742226818682,505.050505050505,"0"
"144",144,13.6363636363636,5.97956249612445,565.656565656566,"0"
"145",145,13.6363636363636,5.97837427624474,636.363636363636,"0"
"146",146,13.6363636363636,6.0493827706093,707.070707070707,"1"
"147",147,13.6363636363636,6.07563091448113,767.676767676768,"1"
"148",148,13.6363636363636,6.11040178576565,838.383838383838,"1"
"149",149,13.6363636363636,6.01246706107019,909.090909090909,"1"
"150",150,13.6363636363636,5.98837063322372,969.69696969697,"1"
"151",151,13.030303030303,5.96620261194628,30.3030303030303,"1"
"152",152,13.030303030303,6.01392913952284,101.010101010101,"1"
"153",153,13.030303030303,5.99633898297135,161.616161616162,"1"
"154",154,13.030303030303,6.02154500888504,232.323232323232,"1"
"155",155,13.030303030303,6.02821237717854,303.030303030303,"1"
"156",156,13.030303030303,6.03207125184665,363.636363636364,"1"
"157",157,13.030303030303,6.00283875891225,434.343434343434,"0"
"158",158,13.030303030303,6.01973495206451,505.050505050505,"0"
"159",159,13.030303030303,5.97814342900139,565.656565656566,"0"
"160",160,13.030303030303,5.99640603110304,636.363636363636,"0"
"161",161,13.030303030303,6.04574438813829,707.070707070707,"0"
"162",162,13.030303030303,6.02378458182735,767.676767676768,"0"
"163",163,13.030303030303,6.00469917009105,838.383838383838,"0"
"164",164,13.030303030303,5.92104520879965,909.090909090909,"1"
"165",165,13.030303030303,5.94849059112421,969.69696969697,"1"
"166",166,12.3232323232323,5.92372080347503,30.3030303030303,"1"
"167",167,12.3232323232323,5.95444988164958,101.010101010101,"1"
"168",168,12.3232323232323,5.97863479635663,161.616161616162,"1"
"169",169,12.3232323232323,5.98510919595792,232.323232323232,"1"
"170",170,12.3232323232323,5.98512288415699,303.030303030303,"1"
"171",171,12.3232323232323,5.99337199176377,363.636363636364,"1"
"172",172,12.3232323232323,6.01272488483006,434.343434343434,"1"
"173",173,12.3232323232323,6.01906982798746,505.050505050505,"0"
"174",174,12.3232323232323,6.05316905266143,565.656565656566,"0"
"175",175,12.3232323232323,6.048235607872,636.363636363636,"0"
"176",176,12.3232323232323,6.03756435380619,707.070707070707,"0"
"177",177,12.3232323232323,5.98169909043411,767.676767676768,"0"
"178",178,12.3232323232323,5.96802593525415,838.383838383838,"0"
"179",179,12.3232323232323,5.97766119108457,909.090909090909,"0"
"180",180,12.3232323232323,5.98387063389048,969.69696969697,"1"
"181",181,11.6161616161616,6.01496180297085,30.3030303030303,"1"
"182",182,11.6161616161616,5.96734258932718,101.010101010101,"1"
"183",183,11.6161616161616,6.01762419366309,161.616161616162,"1"
"184",184,11.6161616161616,5.95468181656154,232.323232323232,"1"
"185",185,11.6161616161616,5.96359513048294,303.030303030303,"1"
"186",186,11.6161616161616,5.93159339338321,363.636363636364,"1"
"187",187,11.6161616161616,5.97268957537208,434.343434343434,"1"
"188",188,11.6161616161616,5.96986900943029,505.050505050505,"1"
"189",189,11.6161616161616,6.01987144683832,565.656565656566,"1"
"190",190,11.6161616161616,6.02538092247086,636.363636363636,"1"
"191",191,11.6161616161616,6.02113970271956,707.070707070707,"0"
"192",192,11.6161616161616,5.97515908815811,767.676767676768,"0"
"193",193,11.6161616161616,5.94217802132448,838.383838383838,"0"
"194",194,11.6161616161616,5.95392666569153,909.090909090909,"0"
"195",195,11.6161616161616,5.95016352861038,969.69696969697,"1"
"196",196,10.9090909090909,6.03173445556482,30.3030303030303,"1"
"197",197,10.9090909090909,6.01687612602289,101.010101010101,"1"
"198",198,10.9090909090909,6.01596823919885,161.616161616162,"1"
"199",199,10.9090909090909,5.96675622072113,232.323232323232,"1"
"200",200,10.9090909090909,5.87053976784505,303.030303030303,"1"
"201",201,10.9090909090909,5.90724003035997,363.636363636364,"1"
"202",202,10.9090909090909,5.94250465305248,434.343434343434,"1"
"203",203,10.9090909090909,6.00553546739265,505.050505050505,"1"
"204",204,10.9090909090909,6.06283095115352,565.656565656566,"1"
"205",205,10.9090909090909,6.01964303597284,636.363636363636,"1"
"206",206,10.9090909090909,6.02707612516185,707.070707070707,"0"
"207",207,10.9090909090909,5.97462437492785,767.676767676768,"0"
"208",208,10.9090909090909,5.99969058648563,838.383838383838,"0"
"209",209,10.9090909090909,6.01293837803241,909.090909090909,"1"
"210",210,10.9090909090909,5.95375061582335,969.69696969697,"1"
"211",211,10.3030303030303,6.02649377113052,30.3030303030303,"1"
"212",212,10.3030303030303,6.03355313816832,101.010101010101,"1"
"213",213,10.3030303030303,5.98226710357397,161.616161616162,"1"
"214",214,10.3030303030303,5.96189395336607,232.323232323232,"1"
"215",215,10.3030303030303,5.87786674528022,303.030303030303,"1"
"216",216,10.3030303030303,5.95959287693052,363.636363636364,"1"
"217",217,10.3030303030303,5.97667088777739,434.343434343434,"1"
"218",218,10.3030303030303,6.04793961424499,505.050505050505,"1"
"219",219,10.3030303030303,6.03052410981544,565.656565656566,"1"
"220",220,10.3030303030303,5.97394260283255,636.363636363636,"1"
"221",221,10.3030303030303,6.01314674602091,707.070707070707,"1"
"222",222,10.3030303030303,5.99374641980258,767.676767676768,"1"
"223",223,10.3030303030303,6.04949523905575,838.383838383838,"1"
"224",224,10.3030303030303,6.00186739876748,909.090909090909,"1"
"225",225,10.3030303030303,5.94717439300594,969.69696969697,"1"
