temperature,pH,elevation,landuse
14.3434343434343,5.9856827249307,303.030303030303,1
14.3434343434343,5.99596857434971,363.636363636364,1
14.3434343434343,6.02283403092611,434.343434343434,0
14.3434343434343,6.07001226805066,505.050505050505,0
14.3434343434343,6.03292496620029,565.656565656566,0
14.3434343434343,6.0045854265394,636.363636363636,0
14.3434343434343,6.03342991299682,707.070707070707,0
14.3434343434343,6.03330563031804,767.676767676768,0
14.3434343434343,6.01759489848069,838.383838383838,0
14.3434343434343,5.93263950275126,909.090909090909,1
14.3434343434343,5.93212511352012,969.69696969697,1
13.6363636363636,5.98636052147601,30.3030303030303,1
13.6363636363636,5.99988790539826,101.010101010101,1
13.6363636363636,5.96303061811705,161.616161616162,1
13.6363636363636,5.98732188240522,232.323232323232,1
13.6363636363636,5.98330999441158,303.030303030303,1
13.6363636363636,6.00820153479859,363.636363636364,1
13.6363636363636,5.98847662484751,434.343434343434,0
13.6363636363636,6.03742226818682,505.050505050505,0
13.6363636363636,5.97956249612445,565.656565656566,0
13.6363636363636,5.97837427624474,636.363636363636,0
13.6363636363636,6.0493827706093,707.070707070707,1
13.6363636363636,6.07563091448113,767.676767676768,1
13.6363636363636,6.11040178576565,838.383838383838,1
13.6363636363636,6.01246706107019,909.090909090909,1
13.6363636363636,5.98837063322372,969.69696969697,1
13.030303030303,5.96620261194628,30.3030303030303,1
13.030303030303,6.01392913952284,101.010101010101,1
13.030303030303,5.99633898297135,161.616161616162,1
13.030303030303,6.02154500888504,232.323232323232,1
13.030303030303,6.02821237717854,303.030303030303,1
13.030303030303,6.03207125184665,363.636363636364,1
13.030303030303,6.00283875891225,434.343434343434,0
13.030303030303,6.01973495206451,505.050505050505,0
13.030303030303,5.97814342900139,565.656565656566,0
13.030303030303,5.99640603110304,636.363636363636,0
13.030303030303,6.04574438813829,707.070707070707,0
13.030303030303,6.02378458182735,767.676767676768,0
13.030303030303,6.00469917009105,838.383838383838,0
13.030303030303,5.92104520879965,909.090909090909,1
13.030303030303,5.94849059112421,969.69696969697,1
12.3232323232323,5.92372080347503,30.3030303030303,1
12.3232323232323,5.95444988164958,101.010101010101,1
12.3232323232323,5.97863479635663,161.616161616162,1
12.3232323232323,5.98510919595792,232.323232323232,1
12.3232323232323,5.98512288415699,303.030303030303,1
12.3232323232323,5.99337199176377,363.636363636364,1
12.3232323232323,6.01272488483006,434.343434343434,1
12.3232323232323,6.01906982798746,505.050505050505,0
12.3232323232323,6.05316905266143,565.656565656566,0
12.3232323232323,6.048235607872,636.363636363636,0
12.3232323232323,6.03756435380619,707.070707070707,0
12.3232323232323,5.98169909043411,767.676767676768,0
12.3232323232323,5.96802593525415,838.383838383838,0
12.3232323232323,5.97766119108457,909.090909090909,0
12.3232323232323,5.98387063389048,969.69696969697,1
11.6161616161616,6.01496180297085,30.3030303030303,1
11.6161616161616,5.96734258932718,101.010101010101,1
11.6161616161616,6.01762419366309,161.616161616162,1
11.6161616161616,5.95468181656154,232.323232323232,1
11.6161616161616,5.96359513048294,303.030303030303,1
11.6161616161616,5.93159339338321,363.636363636364,1
11.6161616161616,5.97268957537208,434.343434343434,1
11.6161616161616,5.96986900943029,505.050505050505,1
11.6161616161616,6.01987144683832,565.656565656566,1
11.6161616161616,6.02538092247086,636.363636363636,1
11.6161616161616,6.02113970271956,707.070707070707,0
11.6161616161616,5.97515908815811,767.676767676768,0
11.6161616161616,5.94217802132448,838.383838383838,0
11.6161616161616,5.95392666569153,909.090909090909,0
11.6161616161616,5.95016352861038,969.69696969697,1
10.9090909090909,6.03173445556482,30.3030303030303,1
10.9090909090909,6.01687612602289,101.010101010101,1
10.9090909090909,6.01596823919885,161.616161616162,1
10.9090909090909,5.96675622072113,232.323232323232,1
10.9090909090909,5.87053976784505,303.030303030303,1
10.9090909090909,5.90724003035997,363.636363636364,1
10.9090909090909,5.94250465305248,434.343434343434,1
10.9090909090909,6.00553546739265,505.050505050505,1
10.9090909090909,6.06283095115352,565.656565656566,1
10.9090909090909,6.01964303597284,636.363636363636,1
10.9090909090909,6.02707612516185,707.070707070707,0
10.9090909090909,5.97462437492785,767.676767676768,0
10.9090909090909,5.99969058648563,838.383838383838,0
10.9090909090909,6.01293837803241,909.090909090909,1
10.9090909090909,5.95375061582335,969.69696969697,1
10.3030303030303,6.02649377113052,30.3030303030303,1
10.3030303030303,6.03355313816832,101.010101010101,1
10.3030303030303,5.98226710357397,161.616161616162,1
10.3030303030303,5.96189395336607,232.323232323232,1
10.3030303030303,5.87786674528022,303.030303030303,1
10.3030303030303,5.95959287693052,363.636363636364,1
10.3030303030303,5.97667088777739,434.343434343434,1
10.3030303030303,6.04793961424499,505.050505050505,1
10.3030303030303,6.03052410981544,565.656565656566,1
10.3030303030303,5.97394260283255,636.363636363636,1
10.3030303030303,6.01314674602091,707.070707070707,1
10.3030303030303,5.99374641980258,767.676767676768,1
10.3030303030303,6.04949523905575,838.383838383838,1
10.3030303030303,6.00186739876748,909.090909090909,1
10.3030303030303,5.94717439300594,969.69696969697,1
